text,predicted_sentiment
"EASTERN PACIFIC OSCILLATION: The East Pacific - North Pacific (EP- NP) pattern is a Spring-Summer-Fall pattern with three main anomaly centers. The positive phase of this pattern features positive height anomalies located over Alaska/ Western Canada, and negative anomalies over the central North Pacific and eastern North America. Strong positive phases of the EP-NP pattern are associated with a southward shift and intensification of the Pacific jet stream from eastern Asia to the eastern North Pacific, followed downstream by an enhanced anticyclonic circulation over western North America, and by an enhanced cyclonic circulation over the eastern United States. Strong negative phases of the pattern are associated with circulation anomalies of opposite sign in these regions.The positive phase of the EP-NP pattern is associated with above-average surface temperatures over the eastern North Pacific, and below-average temperatures over the central North Pacific and eastern North America. The main precipitation anomalies associated with this pattern reflect above-average precipitation in the area north of Hawaii and below-average precipitation over southwestern Canada.",positive
"PALEOCLIMATE RECONSTRUCTIONS: Reconstruction of past climatic conditions using paleoclimate proxy records (tree rings, ice cores, etc.)",negative
LAGOONS: A body of shallow sea water or brackish water separated from the sea by some form of barrier.,negative
WIND DYNAMICS: Measurement of forces within the Earth's Atmosphere associated with wind.,positive
TYPHOONS (WESTERN N. PACIFIC): null,negative
"ENVIRONMENTAL LAPSE RATE: The rate of decrease of air temperature with height, usually measured with a radiosonde.",negative
"PLANT CHARACTERISTICS: Plant characteristics refer to Global Change Master Directorydetailed variables under the variable, Plant Characteristics:  Plantaboveground biomass, plant biomass, plant blooms, plant boronconcentration, plant calcium concentration, plant carbon concentration,plant copper concentration, plant diameter, plant diseases, plant height,plant iron concentration, plant magnesium concentration, plant manganeseconcentration, plant nitrogen concentration, plant phosphorusconcentration, plant potassium concentration, plant production, plant rootbiomass, plant sink capacity, plant sulfur concentration, plant waterpotential, and plant zinc concentration.",positive
"ENVIRONMENTAL ASSESSMENTS: The systematic identification and evaluation of the potential impacts of proposed projects, plans, programs, policies, or legislative actions upon the physical, chemical, biological, cultural, and socioeconomic components of the environment.",negative
"AEROSOL PARTICLE PROPERTIES: Properties of aerosol particles including: compositon, size, diameter.",negative
"SEA LEVEL PRESSURE: The atmospheric pressure at mean sea level, either directly measured, or,most commonly, empirically determined from the observed station pressure.",positive
"SERICULTURE: Any measurement related to the growing of silkworms, including products.",positive
"OCEAN CHEMISTRY: Scientific field of study pertaining to the composition and propertiesof seawater. Variables include concentrations of seawater's constituentmaterials. For variables pertaining to seawater salinity, see the Term<a href='SALINITYDENSITY.html'>Salinity/Density</a>.",positive
"ATMOSPHERIC HEATING: Atmospheric heating has been used to refer to the heat transfer or heatbalance of the Earth's atmosphere. Heat transfer is the exchange of heatby radiation, conduction, or convection. Heat balance is the balance ofthe gains and losses of heat at any point in the atmosphere.",negative
MAXIMUM SURFACE WIND: Maximum wind recorded from a tropical cyclone at the Earth's surface.,positive
DATA INTEROPERABILITY: Interoperability is the ability of two or more systems or components to exchange information and to use the information that has been exchanged.,positive
"WEATHERING: Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or 'with no movement', and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",negative
"TIDAL FRICTION: A force between the oceans of Earth and the ocean floors caused by the gravitational attraction of the Moon. The Earth tries to carry the ocean waters round with it, while the Moon tries to keep them heaped up under it and on the far side of the Earth.",negative
CROP DENSITY: Crop Density is the number of individual plants found within a set area.,negative
CATALOGING: A Catalog service is defined as Data Handling Services that provide a listing,positive
"of items arranged systematically with descriptive details. These items include, but are not limited to, data sets, reference materials, and other services.",negative
"Catalog services are, however, limited to topics of relevance to the Earth",negative
Sciences and Global Environmental Change. These foci must be reflected by a,negative
majority of the items listed in the catalog. Catalog services also include any,negative
tools that may be used to create a catalog or facilitate the inclusion or,negative
"maintenance of a listing within a catalog. EXAMPLES: NASA's Global Change Master Directory, Geospatial One-Stop (catalogs) and docBUILDER (metadata management).",negative
METAGENOME: A collection of genomes from many individuals within an environment and/or sample.,positive
"ELEMENTAL CARBON: Elemental carbon occurs in the atmosphere, mostly in the form of soot from incomplete combustion of organic matter. Smoke particles also have a large proportion of carbonaceous material in them. Together, soot and smoke account for a large part of the reduction in visibility occurring over continental and polluted regions, due to light scattering and light absorption.",negative
"ADMINISTRATIVE DIVISIONS: Boundaries depicting individual or separate  administrative units such as districts, municipalities, census county subdivisions, etc.",negative
"MORAINES: A glacially formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by a past ice age.",positive
"AEROSOLS: Suspension of particles of condensed matter (liquid, solid, or mixed) ina carrier gas (usually air).  Aerosols are important in the atmosphere asnuclei for the condensation of water droplets and ice crystals, asparticipants in various chemical cycles, and as absorbers and scatterersof solar radiation, thereby influencing the radiation budget of theearth-atmosphere system, which in turn influences the climate on thesurface of the Earth.",positive
