Text,Predicted_Sentiment,Raw_Score
Cloud computing platforms can provide fast and easy access to complex Earth science models and large datasets This article presents a mature capability for running the GEOS Chem global 3D model of atmospheric chemistry on the Amazon Web Services AWS cloud GEOS Chem users at any experience level can get immediate access to the latest standard version of the model in a preconfigured software environment with all needed meteorological and other input data and they can analyze model output data easily within the cloud using Python tools in Jupyter notebooks Users with no prior knowledge of cloud computing are provided with easy to follow step by step instructions They can learn how to complete a demo project in less than one hour and from there they can configure and submit their own simulations The cloud is particularly attractive for beginning and occasional users who otherwise may need to spend substantial time configuring a local computing environment Heavy users with their own local clusters can also benefit from the cloud to access the latest standard model and datasets share simulation configurations and results benchmark local simulations and respond to surges in computing demand Software containers allow GEOS Chem and its software environment to be moved smoothly between cloud platforms and local clusters so that the exact same simulation can be reproduced everywhere Because the software requirements and workflows tend to be similar across Earth science models the work presented here provides general guidance for porting models to cloud computing platforms in a user accessible way,negative,0.4685
Key Laboratory of Submarine Geosciences and Prospecting Technology College of Marine Geosciences Ocean University of China Qingdao China Laboratory for Marine Geology Qingdao National Laboratory for Marine Science and Technology Qingdao China State Key Laboratory of Marine Geology Tongji University Shanghai China College of Marine Science Hainan University Haikou China Department of Marine Earth and Atmospheric Sciences North Carolina State University Raleigh NC United States,positive,0.9875
We present the results of the photometric and spectroscopic monitoring of the luminous Ap star HD 103498 The time series photometric observations were carried out on 17 nights using a three channel fast photometer attached to the 1 04 m optical telescope at the Aryabhatta Research Institute of Observational Sciences ARIES Nainital The photometric data from five nights in 2007 show a clear signature of 15 min periodicity However the follow up observations during 2007 2009 did not reproduce any such periodicity To confirm the photometric light variations time series spectroscopic observations were carried out with the 2 56 m Nordic Optical Telescope NOT at La Palma on 2009 February 2 No radial velocity variations were present in this data set which is in full agreement with the photometric observations taken around the same date Model atmosphere and abundance analysis of HD 103498 show that the star is evolved from the main sequence and its atmospheric abundances are similar to those of two other evolved Ap stars HD 133792 and HD 204411 large overabundances of Si Cr and Fe and moderate overabundances of the rare earth elements These chemical properties and a higher effective temperature distinguish HD 103498 from any known roAp star,positive,0.9966
The Plankton Aerosol Cloud ocean Ecosystem PACE mission is a strategic climate continuity mission that was defined in the 2010 document Responding to the Challenge of Climate and Environmental Change NASA s Plan for Climate Centric Architecture for Earth Observations and Applications from Space referred to as the Climate Initiative Launched on February 8 2024 the PACE mission represents NASA s next investment in ocean biology clouds and aerosol data records 1 PACE will extend the high quality ocean ecological ocean biogeochemical cloud and aerosol particle data records begun by NASA in the 1990s building on the exceptional heritages of the Sea Viewing Wide Field of View Sensor Sea WiFS the Moderate Resolution Imaging Spectroradiometer MODIS the Multi angle Imaging SpectroRadiometer MISR and the Visible Infrared Imaging Radiometer Suite VIIRS 2 The PACE project office at NASA s GSFC was responsible for the satellite development launch and operations The NASA Headquarters PACE Program Science office is responsible for supporting the science data processing system and assembling competed community science teams which includes field based vicarious calibration and data product validation efforts to support the PACE Project Science team The mission launched into a Sun synchronous polar orbit at 676 5 km with an inclination of 98 degrees and a 1 pm local ascending node crossing time The PACE observatory is comprised of three instruments an Ocean Color Instrument OCI and two polarimeters the Hyper Angular Rainbow Polarimeter 2 HARP2 and the Spectro Polarimeter for Exploration SPEXone The OCI is the primary instrument on the observatory and was developed at Goddard Space Flight Center GSFC It is a hyperspectral scanning radiometer designed to measure spectral radiances from the ultraviolet to shortwave infrared SWIR to enable advanced ocean color and heritage cloud and atmospheric aerosol science 3 5 NASA Headquarters directed the mission development to be guided by a Design to Cost DTC process All elements of the mission other than the cost are in the DTC trade space At the heart of the DTC process are the mission studies performed across all the mission elements The mission studies were used to define appropriate approaches within and across elements while maximizing science capabilities at a high cost confidence Mission baseline requirements development is also embedded within the DTC process as these requirements were not established at the onset of the mission concept development Baseline mission requirements are a product of the mission studies and are defined by the project office as part of the DTC process At the time of this writing OCI has been commissioned as part of the PACE observatory and has begun operational science data collection This paper provides a look into the design to cost trade space and how it influenced the Ocean Color Instrument development and capabilities from concept to commissioning,positive,0.7729
Council of the Russian Academy of Sciences RAS for the Cosmic Rays comprehensive problem member of the bureau of RAS Council for Space and director of the Research Institute of Nuclear Physics INP of Lomonosov Moscow State University MSU died suddenly on 3 November 2020 at the age of 75 Mikhail Igorevich Panasyuk graduated from the Physical Department of MSU in 1967 and in 1972 he completed the postgraduate course That same year he defended his candidate thesis and in 1988 his doctoral thesis In 1993 M I Panasyuk was conferred the academic rank of professor Mikhail Igorevich s whole life was connected with the Research Institute of Nuclear Physics where he worked for over 50 years 30 of which as director M I Panasyuk s scientific interests were concentrated on space physics namely ground based and satellite experiments on space radiation planet magnetospheres and cosmic rays The pioneering Earth satellite experiments carried out with the participation and guidance of M I Panasyuk yielded fundamental scientific results the possibility of resonance acceleration of ions in Earth s radiation belts affected by quasi periodic magnetic field fluctuations was proved and the role of radial diffusion of radiation belt particles under the action of electrostatic and magnetic field fluctuations were determined Priority in these areas was recognized by foreign specialists The studies initiated by M I Panasyuk of magnetospheric ring current responsible for geomagnetic storm generation and of the role of ionospheric oxygen as the main ring current component determining along with solar plasma protons geomagnetic storm energy became widely known throughout the world M I Panasyuk was the author of unique satellite experiments aimed at investigating anomalous cosmic rays which led to the discovery of a new phenomenon in nearEarth space i e the formation of Earth s radiation belt consisting of anomalous cosmic ray particles and to proof of its relation to neutral interstellar gas particles The international high altitude balloon experiment in Antarctica for cosmic ray studies in the poorly known energy range ATIC was realized under the guidance of M I Panasyuk He was one of the coordinators of work on the now developed TAIGA projectÐ the international astrophysical observatory near Lake BaikalÐaimed at high energy cosmic ray and gamma ray quantum research M I Panasyuk initiated and developed with his colleagues numerous satellite based space experiments that underlay the space research programs at LomonosovMSU Among them are the Tatyana 1 2005 and Tatyana 2 2009 satellites which yielded results on extreme phenomena in Earth s atmosphereÐtransient electric discharges in its upper layers Under his guidance space experiments were carried out aboard the Vernov satellite 2014 to examine the effect of space radiation on the upper atmospheric layers and to study the dynamics of Earth s radiation belts as well as the Nuklon experiment for investigating the chemical composition of galactic cosmic rays M I Panasyuk was research supervisor of experiments aboard a unique astrophysical laboratoryÐ the Russian university satellite Lomonosov 2016 In addition to fundamental space research M I Panasyuk supervised scientific and applied experiments on space radiation monitoring aboard Russian meteorological satellites in the Meteor Elektro Glonass and Kosmos series and the International Space Station For his scientific studies M I Panasyuk was awarded the Prize of the USSRMinistry of Higher and Secondary Special Education 1985 and the M V Lomonosov Prize 1999 He was recognized for excellence 1987 and as an honored worker in higher education in Russia 2005 M I Panasyuk taught in the Physical Department at MSU From 1992 Professor M I Panasyuk was head of the Uspekhi Fizicheskikh Nauk 191 3 331 332 2021 Translated by M V Tsaplina PERSONALIA PACS number 01 60 q,positive,0.7302
Abstract Climate change and artificial intelligence AI are increasingly linked sciences with AI already showing capability in identifying early precursors to extreme weather events There are many AI methods and a selection of the most appropriate maximizes additional understanding extractable for any dataset However most AI algorithms are statistically based so even with careful splitting between data for training and testing they arguably remain emulators Emulators may make unreliable predictions when driven by out of sample forcing of which climate change is an example requiring understanding responses to atmospheric greenhouse gas GHG concentrations potentially much higher than for the present or recent past The emerging AI technique of equation discovery also does not automatically guarantee good performance for new forcing regimes However equations rather than statistical emulators guide better system understanding as more interpretable variables and parameters may yield informed judgements as to whether models are trusted under extrapolation Furthermore for many climate system attributes descriptive equations are not yet fully available or may be unreliable hindering the important development of Earth system models ESMs which remain the main tool for projecting environmental change as GHGs rise Here we argue for AI driven equation discovery in climate research given that its outputs are more amenable to linking to processes As the foundation of ESMs is the numerical discretization of equations that describe climate components equation discovery from datasets provides a format capable of direct inclusion into such models where system component representation is poor We present three illustrative examples of how AI led equation discovery may help generate new equations related to atmospheric convection parameter derivation for existing equations of the terrestrial carbon cycle and additional to ESM improvement the creation of simplified models of large scale oceanic features to assess tipping point risks,positive,0.6795
Review,positive,0.7146
Stomatal Density and Index Are More Responsive to Light Intensity than to CO2 A Meta Analysis and Implications for Paleo CO2 Reconstruction,positive,0.839
Hendrik Poorter 1 2 Thijs L Pons 3 and Tammo Reichgelt 4,positive,0.5244
1 Horticulture and Product Physiology Wageningen University and Research PO Box 16 6700 AA Wageningen The Netherlands,positive,0.7569
2 Institute for Biogeosciencies IBG 2 Forschungszentrum Jülich 52325 Jülich Germany,positive,0.5267
3 Experimental and Computational Plant Development Institute of Environmental Biology Utrecht University 3512 PN Utrecht The Netherlands,positive,0.7518
4 Department of Earth Sciences University of Connecticut 354 Mansfield Road Storrs CT 06269 USA,positive,0.5862
Correspondence hendrik poorter wur nl,positive,0.7228
Received 21 September 2024 Revised 30 November 2024 Accepted 4 December 2024 Published 13 January 2025,positive,0.6411
Abstract Stomatal density is one of the plant traits influencing leaf gas exchange and is known to be affected by the plant s environment Understanding its degree of plasticity to various abiotic factors is therefore important We conducted a meta analysis of a wide range of experiments in which plants were grown under different levels of CO2 light temperature and water availability and derived generalized dose response curves Although both stomatal density and stomatal index showed a significant negative correlation with CO2 levels these relationships were weak and only marginally consistent across the analyzed experiments In contrast the effect of growth light intensity was positive highly consistent and substantially stronger than the impact of atmospheric CO2 Temperature also positively influenced stomatal density while water availability showed no consistent effects Based on these dose response curves we highlight several caveats when using stomatal density or stomatal index for paleo CO2 reconstruction The weak CO2 response coupled with the strong confounding impact of light intensity poses significant limitations to the accuracy of such estimates,positive,0.9984
The possible detection of ancient life in martian meteorite ALH84001 D S McKay et al Research Article 16 Aug p 924 1 raises questions about the likelihood that microorganisms might have been transported between Earth and Mars 1 2 A related question is whether martian samples to be returned by future spacecraft missions should be sterilized in order to protect Earth from possible contamination The survivability of such organisms on their journey between planetary habitats would depend on the flight time which determines the dose of damaging cosmic rays and ultraviolet radiation and the sample size which might protect a meteorite s interior from radiation and from the heat of atmospheric entry,positive,0.955
In an attempt to understand the distribution of cosmic ray exposure ages of the dozen known martian meteorites we numerically simulated the orbital histories of more than 2000 particles launched from Mars at speeds slightly above escape B J Gladman et al Research Article 8 Mar p 1387 3 these particles were followed as their orbits evolved as a result of close planetary encounters and distant perturbations of all the planets from Venus to Neptune In our simulation we found that a few percent of the martian particles struck Earth having typical transfer times of several million years ALH84001 s measured transfer age of about 15 million years is unusually long,positive,0.9965
Although terrestrial bacteria are known to have survived in vacuum for several years 2 4 transit times of millions of years may preclude safe passage Our simulations show however that a small fraction of martian ejecta launched just marginally faster than the martian escape speed could be found immediately on Earth crossing orbits Our simulations show that the rate of Earth deliveries was almost constant for the first 107 years which implies that on the order of 1 in 107 of the martian meteorites that reached Earth could have spent less than half of an orbital period in space less than a year The dozen recovered martian meteorites the majority of which have been on Earth for much less than 105 years represent only a tiny fraction of all the pieces of Mars currently on our planet and when one considers the much higher impact rate early in the solar system s history an even smaller proportion of those that have arrived throughout Earth s history Therefore fast transfers taking less than a year from Mars to Earth must have occurred numerous times during Earth s past We leave to others an appraisal of the likelihood of survival of martian organisms in the rigors of space and their fiery entry through Earth s atmosphere Because such an entry would hardly affect the center of a meteorite terrestrial weathering would eventually have exposed the pristine interior If martian microorganisms can survive a year in space many may have already arrived,positive,0.983
Large impact events could also have liberated some pieces of Earth at high speeds and simultaneously could have cleared an atmospheric channel through which a few particles might have slipped to Mars Our simulations show that about 0 1 of these rarely liberated terrene meteoroids could have found their way to Mars but even fewer than 1 in 107 of these would have had rapid transfer times,negative,0.0497
1 1 5 1 H J Melosh,negative,0.4873
Nature 332 687 1988,positive,0.6854
OpenUrl 6 CrossRef 7 PubMed 8,positive,0.9852
1 M Moreno,positive,0.6016
ibid 336 209 1988,positive,0.7062
1 J Goode,positive,0.6016
1 P C W Davies,positive,0.5533
in Evolution of Hydrothermal Ecosystems on Earth Proceedings of Ciba Foundation Symposium No 202 J Goode Ed Ciba Foundation London in press,negative,0.0071
2 2 9 1 F J Mitchell 2 W L Ellis,negative,0.0426
Analysis of Surveyor 3 Material and Photographs Returned by Apollo 12 National Aeronautics and Space Administration Washington DC 1972 239 248 G Horneck Nucl Tracks Radiat Meas 20 185 1992,negative,0.1313
1 lookup doi 10 1126 science 273 5277 924,positive,0.5311
2 ref 1,positive,0.6135
3 lookup doi 10 1126 science 271 5254 1387,positive,0.5417
4 ref 2,positive,0.6038
5 xref ref 1 1 View reference 1 in text,negative,0.4502
6 openurl query rft jtitle 253DNature 253B 2BPhysical 2BScience 2B 2528London 2529 26rft stitle 253DNature 253B 2BPhysical 2BScience 2B 2528London 2529 26rft aulast 253DMelosh 26rft auinit1 253DH 2BJ 26rft volume 253D332 26rft issue 253D6166 26rft spage 253D687 26rft epage 253D688 26rft atitle 253DThe 2Brocky 2Broad 2Bto 2Bpanspermia 26rft_id 253Dinfo 253Adoi 252F10 1038 252F332687a0 26rft_id 253Dinfo 253Apmid 252F11536601 26rft genre 253Darticle 26rft_val_fmt 253Dinfo 253Aofi 252Ffmt 253Akev 253Amtx 253Ajournal 26ctx_ver 253DZ39 88 2004 26url_ver 253DZ39 88 2004 26url_ctx_fmt 253Dinfo 253Aofi 252Ffmt 253Akev 253Amtx 253Actx,positive,0.7012
7 lookup external ref access_num 10 1038 332687a0 link_type DOI,positive,0.9865
8 lookup external ref access_num 11536601 link_type MED atom 2Fsci 2F274 2F5285 2F161 3 atom,negative,0.0836
9 xref ref 2 1 View reference 2 in text,negative,0.4157
Simple Summary Terrestrial ecosystems a key part of the Earth system can absorb about 31 of CO2 emissions generated by human activities which slows increasing atmospheric CO2 concentrations and global climate warming The ways in which terrestrial net primary production responds to elevated CO2 and associated climate change is a key topic of climate sciences This study estimated the responses of net primary production to quadrupled CO2 using 23 Earth system models and analyzed the underlying causes of uncertainties among the models The results showed that all of the models projected positive responses of net primary production with an averaged magnitude of 44 78 PgC year 1 and an uncertainty of 20 93 PgC year 1 The uncertainty came from many sources and this study emphasizes the role of different projections in CO2 induced climatic anomalies and different climate sensitivities These results provide a reliable estimation of global net primary production response to quadrupled CO2 and point out that more understanding and improvements are needed for Earth system models to represent both physical climatic processes and the terrestrial carbon cycle Abstract Terrestrial net primary production NPP is a key carbon flux that changes with rising atmospheric CO2 and CO2 induced climate change Earth system models are commonly used to investigate these NPP changes because of their fundamentally trustworthy ability to simulate physical climate systems and terrestrial biogeochemical processes However many uncertainties remain in projecting NPP responses due to their complex processes and divergent model characteristics This study estimated NPP responses to elevated CO2 and CO2 induced climate change using the Chinese Academy of Sciences Earth System Model version 2 CAS ESM2 as well as 22 CMIP6 models Based on CMIP6 pre industrial and abruptly quadrupled CO2 experiments the analysis focused on a comparison of the CAS ESM2 with the multi model ensemble MME and on a detection of underlying causes of their differences We found that all of the models showed an overall enhancement in NPP and that CAS ESM2 projected a slightly weaker NPP enhancement than MME This weaker NPP enhancement was the net result of much weaker NPP enhancement over the tropics and a little stronger NPP enhancement over northern high latitudes We further report that these differences in NPP responses between the CAS ESM2 and MME resulted from their different behaviors in simulating NPP trends with modeling time and are attributed to their different projections of CO2 induced climatic anomalies and different climate sensitivities These results are favorable for understanding and further improving the performance of the CAS ESM2 in projecting the terrestrial carbon cycle and point towards a need for greater understanding and improvements for both physical climatic processes and the terrestrial carbon cycle,positive,0.9794
1 Forschungszentrum Jülich GmbH Institute of Bioand Geosciences Agrosphere Institute IBG 3 Jülich Germany Department of Physics and Earth Sciences Università of Ferrara Ferrara Italy 3 Istituto Nazionale di Fisica Nucleare Ferrara Section Ferrara Italy GFZ German Research Centre for Geosciences Potsdam Germany 5 Institute of Environmental Science and Geography University of Potsdam Potsdam Germany 6 Earth Observation and Data Science University Corporation for Atmospheric Research UCAR Boulder NV United States Helmholtz Centre for Environmental,positive,0.9826
Nanosatellites are increasingly being used in space related applications to demonstrate and test scientific capability and engineering ingenuity of space borne instruments and for educational purposes due to their favourable low manufacturing costs cheaper launch costs and short development time The use of CubeSat to demonstrate earth imaging capability has also grown in the last two decades In 2017 a South African company known as Space Commercial Services launched a low orbit nanosatellite named nSight 1 The demonstration nanosatellite has three payloads that include a modular designed SCS Gecko imaging payload FIPEX atmospheric science instrument developed by the University of Dresden and a Radiation mitigation VHDL coding experiment supplied by Nelson Mandela University The Gecko imager has a swath width of 64 km and captures 30 m spatial resolution images using the red green and blue RGB spectral bands The objective of this study was to assess the interpretability of nSight 1 in the spatial dimension using Landsat 8 as a reference and to recommend potential earth observation applications for the mission A blind image spatial quality evaluator known as Blind Referenceless Image Spatial Quality Evaluator BRISQUE was used to compute the image quality for nSight 1 and Landsat 8 imagery in the spatial domain and the National Imagery Interpretability Rating Scale NIIRS method to quantify the interpretability of the images A visual interpretation was used to propose some potential applications for the nSight1 images The results indicate that Landsat 8 OLI images had significantly higher image quality scores and NIIRS results compared to nSight 1 Landsat 8 has a mean of 19 299 for the image quality score while nSight 1 achieved a mean of 25 873 Landsat 8 had NIIRS mean of 2 345 while nSight 1 had a mean of 1 622 The superior image quality and image interpretability of Landsat could be attributed for the mature optical design on the Landsat 8 satellite that is aimed for operational purposes Landsat 8 has a GDS of 30 m compared to 32 m on nSight 1 The image degradation resulting from the lossy compression implemented on nSight 1 from 12 bit to 8 bit also has a negative impact on image visual quality and interpretability Whereas it is evident that Landsat 8 has the better visual quality and NIIRS scores the results also showed that nSight 1 are still very good if one considers that the categorical ratings consider that images to be of good to excellent quality and a NIIRS mean of 1 6 indicates that the images are interpretable Our interpretation of the imagery shows that the data has considerable potential for use in geo visualization and cartographic land use and land cover mapping applications The image analysis also showed the capability of the nSight 1 sensor to capture features related to structural geology geomorphology and topography quite prominently,positive,0.8955
Knowledge of the global wind field is widely recognized as fundamental,positive,0.8816
to advancing our understanding and prediction of the total Earth,positive,0.9036
system The motion of the atmosphere directly affects a wide range of,positive,0.9471
geophysical processes including the horizontal transport of momentum,positive,0.8081
moisture chemical constituents and aerosols the evaporation of water,positive,0.7461
and heat from the land and oceans and atmospheric teleconnections,positive,0.8361
such as the influence of the tropical Pacific on the circulation of,positive,0.6841
the northern hemisphere middle latitudes An accurate depiction of the,positive,0.6849
atmospheric motion is also a key parameter for improving the skill of,positive,0.9349
weather forecasts Yet because wind profiles are primarily measured,positive,0.679
by land based balloon tethered instruments the oceanic areas,positive,0.7998
covering roughly three quarters of the Earth s surface and many,negative,0.2523
regions of the less developed tropical and southern hemisphere land,positive,0.7325
areas are poorly observed The gap between our requirements for global,negative,0.4369
wind data and their availability continues to widen For example as,positive,0.7372
faster computers become available to model the atmosphere with ever,positive,0.9825
increasing resolution and sophistication our ability to do so is,positive,0.6931
hampered because of the lack of data particularly wind profiles,negative,0.33
The Environmental Trace Gases Monitoring Instrument EMI is the first Chinese satellite borne UV Vis spectrometer aiming to measure the distribution of atmospheric trace gases on a global scale The EMI instrument onboard the GaoFen 5 satellite was launched on 9 May 2018 In this paper we present the tropospheric nitrogen dioxide NO2 vertical column density VCD retrieval algorithm dedicated to EMI measurement We report the first successful retrieval of tropospheric NO2 VCD from the EMI instrument Our retrieval improved the original EMI NO2 prototype algorithm by modifying the settings of the spectral fit and air mass factor calculations to account for the on orbit instrumental performance changes The retrieved EMI NO2 VCDs generally show good spatiotemporal agreement with the satellite borne Ozone Monitoring Instrument and TROPOspheric Monitoring Instrument correlation coefficient R of 0 9 bias Clouds play a key role in the atmosphere by completing the hydrological cycle and transferring water from the atmosphere to the earth s surface on the one hand and affecting terrestrial radiation and solar radiation on the other hand Although cloud properties are primarily affected by atmospheric dynamics cloud microphysical features which themselves are influenced by the number and chemical composition of aerosols that act as cloud condensation nuclei CCN and ice nuclei IN within cloud droplets also affect cloud formation,positive,0.8569
The extent and quality of aerosols impact on cloud formation is one of the important open question of climate science Volcanoes which are a rich source of various chemical compounds can help to improve the understanding of the effects of aerosols on clouds by providing a natural laboratory with locally high aerosol conditions adjacent to an unperturbed environment,positive,0.7803
In the present study the impacts of changing the aerosol number concentration on clouds are investigated using the ICON ART model For this purpose the Holuhraun volcano which erupted on the island of Iceland in 2014 was simulated It emitted small amounts of volcanic ash and large emissions of gases primarily sulfur dioxide SO2 which formed sulfate particles serving as CCN Three simulations representing low control and high emission conditions were conducted For the control simulation the source strength of SO2 was based on the estimate by Malavelle et al 2017 This rate then was reduced to one fifth for the low emission experiment and increased by a factor of 5 for the high emission experiment,negative,0.4166
First results indicate that increasing the source strength of SO2 is associated with an enhancement of sulfate aerosol number concentration and thus an increase of the number of cloud droplets but with strongly nonlinear effects For clouds within the volcanic plume droplet concentrations are already high in the low emission scenario and do not increase significantly with higher emission strengths partly due to model limitations In addition the effect of aerosols on the formation of cloud droplets is strongly dependent on environmental factors such as updraft velocity and supersaturation,positive,0.9543
Keywords Aerosol Cloud ICON ART Model Holuhraun eruption,positive,0.8141
West Africa s economy is mainly sustained on agriculture and over 70 of crops are rain fed Economic growth and food security in this region is therefore highly dependent on the knowledge of rainfall patterns According to the IPCC the Global South will seriously suffer from climate change As traditional rainfall patterns shift accurate rainfall information becomes crucial for farmers to optimize food production,positive,0.9813
The scarce rain gauge distribution and data transmission challenges make rainfall analysis difficult in these regions Satellites could offer a solution to this problem but present satellite products do not account for local characteristics and perform poorly in West Africa For example comparing the widely used TAMSAT and CHIRPS satellite rainfall products with ground data in our pilot area in the Northern Region of Ghana we found a very poor correlation with TAMSAT and CHIRPS grossly overestimating the number of rainy days while underestimating the amount of rainfall per event,negative,0.0188
The RainRunner rainfall retrieval algorithm developed within the Schools and Satellites SaS project aims to overcome the lack of ground data and good rainfall satellite products through Earth Observation and advanced Machine Learning ML SaS is being funded by the European Space Agency as one of the pilot projects of CSEOL Citizen Science and Earth Observation Lab It is being developed in a cooperation between TU Delft PULSAQUA TAHMO Ghana Smartphones4Water and the Ghana Meteorological Agency GMet,negative,0.3435
Research suggests that local characteristics are the reason for traditional rainfall retrieval algorithms to perform poorly in West Africa where the land surface temperature and the concentration of atmospheric aerosols are higher than in other regions in the world Hence RainRunner will utilize information relevant to the rain process other than the traditionally used cloud top temperature namely cloud amount atmospheric aerosols soil moisture and land surface temperature These data are derived from diverse sensors onboard ESA s Sentinel satellites S1 S2 S3 and S5P as well as MSG s Aviris The satellite products together with a Digital Elevation Model will be pre processed into datacubes to be fed to a Convolutional Neural Network CNN to estimate precipitation for a certain geographic point,positive,0.7385
CNNs have shown to achieve better results when modelling complex natural processes than other ML algorithms when provided with big amounts of data and well designed architectures that represent the physical process knowledge Furthermore they have the main advantages of computing efficiency and the ability to represent processes beyond numerical simulations The latter is essential for understanding the complex interactions between variables therefore resulting in not only improving rainfall estimates but also in increasing our understanding of processes in poorly measured regions,positive,0.9881
The Proof of Concept algorithm will be trained and validated with TAHMO and GMet ground measurements Eventually the training and validation dataset will incorporate data acquired by a rainfall observation network combining low cost sensors and Citizen Science data collected by schoolchildren in Ghana,positive,0.9733
Once operative the RainRunner will guide agricultural extension agents support crop insurance and ultimately contribute to economic growth and food security in the Global South,negative,0.4947
The seminal Miller Urey experiment suggests that lightning may have contributed to the origin of life on Earth through the formation of amino acids and carbon acids We here focus on the early stages of lightning in the atmosphere of Primordial Earth so called streamer discharges We discuss rate coefficients for electrons and study electron avalanches and avalanche to streamer transitions by modeling the motion of electrons with a 2 5 D particle in cell Monte Carlo code in the strongly reducing atmosphere used by Miller and Urey MU and the weakly reducing atmospheric suggested more recently by Kasting 1993 https doi org 10 1126 science 11536547 for Earth 3 8 Ga ago and compare results with conditions on Modern Earth Our simulations show that streamers incept at fields of 140 180 Td in Kasting s mixture and at fields of 114 Td in the MU mixture thus their inception is more difficult in Kasting s mixture Conclusively discharges on Primordial Earth might have been more challenging to incept,negative,0.2476
NASA s Earth Radiation Budget Science Team ERB ST Previously known as the CERES Science Team is a multi disciplinary team led out of NASA s Langley Research Center which has the responsibility for governance of the nation s multi decadal Earth Radiation Budget Climate Data Record ERB CDR The Science Data Processing System which produces the ERB CDR is highly complex producing Level one through Level 4 products The system ingests data from 15 different instruments on 9 different spacecraft 5 GEO and 4 LEO as well as other ancillary information producing 25 different products with consistent TOA Surface and atmospheric radiative fluxes cloud and aerosol properties on multiple spatial and temporal scales Spatial scales vary from instantaneous pixel 25 km 1 deg grid zonal regional and global means while temporal scales vary across instantaneous hourly 3 hourly to monthly scales Accuracy and precision values vary across the various spatial and temporal scales with the long term goal of measuring decadal trends of better than 0 3 W m 2 per decade,negative,0.2755
Instrument calibration and precision as measured through the post launch protocols is one of many considerations that drive the decision to reprocess others include but are not limited to validation and instantiation of new algorithms across all levels of products outside teams reprocessing the products we ingest the launch of new instrumentation to replace operational weather imagers on Geo satellites updates to processing hardware and of course resource availability These all need to be managed considered in order to provide the global community products of sufficient accuracy and precision on a time scale which allows continued advancement and discovery of key scientific questions such that policy makers may make informed decisions,positive,0.996
This presentation will highlight the processes and protocols the Earth Radiation Budget Science Team utilizes to guide reprocessing decisions identifying lessons learned and best practices,positive,0.985
Together in difference a review symposium on Everyday Equalities Making Multicultures in Settler Colonial Cities by Ruth Fincher Kurt Iveson Helga Leitner and Valerie Preston Michele Lobo Jayani J Bonnerjee Helen F Wilson Ruth Fincher Kurt Iveson Helga Leitner and Valerie Preston School of Humanities and Social Sciences Deakin University Melbourne Australia Jindal School of Liberal Arts and Humanities O P Jindal Global University Sonipat India Department of Geography Durham University UK School of Geography Earth and Atmospheric Sciences University of Melbourne Australia School of Geosciences University of Sydney Australia Department of Geography UCLA Los Angeles CA USA Department of Geography York University Toronto Canada,positive,0.9156
